Session_ID,Vehicle_ID,Session_Date,Charging_Type,Energy_kWh,Duration_Hours,Cost_NPR,City,Station_ID,Battery_Level_Start
CHG00828,EV0161,2023-02-16,Workplace Charging,16.4,5.1,196.8,Butwal,STN059,25
CHG00829,EV0395,2024-01-25,Public Slow Charging,26.3,7.2,394.5,Birendranagar,STN050,25
CHG00830,EV0092,2023-12-14,Public Slow Charging,10.8,7.1,162.0,Tansen,STN048,36
CHG00831,EV0060,2022-10-18,Home Charging,10.7,7.6,96.3,Hetauda,STN032,23
CHG00832,EV0548,2022-04-23,Home Charging,25.4,3.6,203.2,Lalitpur,STN050,25
CHG00833,EV0415,2022-10-19,Public Fast Charging,20.9,1.0,397.1,Birtamod,STN040,19
CHG00834,EV0563,2024-10-31,Workplace Charging,31.9,4.7,382.8,Birtamod,STN092,15
CHG00835,EV0036,2023-07-21,Workplace Charging,12.2,3.5,97.6,Birgunj,STN037,14
CHG00836,EV0068,2024-06-10,Public Slow Charging,11.6,4.6,162.4,Pokhara,STN034,35
CHG00837,EV0620,2024-12-01,Public Slow Charging,24.3,3.6,364.5,Bharatpur,STN075,11
CHG00838,EV0278,2022-09-28,Public Fast Charging,36.9,0.9,553.5,Lahan,STN025,36
CHG00839,EV0458,2022-05-26,Home Charging,33.5,5.4,469.0,Bhairahawa,STN088,14
CHG00840,EV0444,2024-01-02,Workplace Charging,19.0,5.4,152.0,Dhangadhi,STN015,14
CHG00841,EV0327,2022-07-14,Home Charging,26.0,7.6,390.0,Dhangadhi,STN096,40
CHG00842,EV0065,2024-09-19,Public Slow Charging,20.9,4.9,271.7,Rajbiraj,STN092,12
CHG00843,EV0693,2024-12-08,Workplace Charging,17.4,3.7,208.8,Gorkha,STN064,24
CHG00844,EV0521,2024-03-16,Public Slow Charging,23.0,4.2,184.0,Beni,STN066,11
CHG00845,EV0177,2024-08-31,Workplace Charging,13.1,5.0,104.8,Lalitpur,STN046,34
CHG00846,EV0067,2024-07-14,Public Slow Charging,34.5,5.4,517.5,Dharan,STN005,35
CHG00847,EV0528,2024-11-01,Public Slow Charging,17.6,6.7,228.8,Baglung,STN028,13
CHG00848,EV0048,2023-01-20,Public Fast Charging,30.8,0.6,616.0,Biratnagar,STN072,40
CHG00849,EV0600,2022-10-22,Workplace Charging,24.9,5.4,298.8,Mechinagar,STN073,40
CHG00850,EV0219,2023-11-15,Public Slow Charging,11.5,7.6,103.5,Baglung,STN014,14
CHG00851,EV0604,2023-06-24,Home Charging,15.5,4.7,124.0,Waling,STN090,20
CHG00852,EV0674,2022-11-29,Home Charging,32.5,4.6,455.0,Gaur,STN060,26
CHG00853,EV0114,2024-08-21,Public Fast Charging,15.5,0.7,310.0,Bhaktapur,STN055,39
CHG00854,EV0594,2023-04-07,Workplace Charging,20.9,3.5,209.0,Bharatpur,STN052,24
CHG00855,EV0568,2023-03-25,Public Slow Charging,16.2,6.2,210.6,Butwal,STN097,20
CHG00856,EV0084,2022-10-19,Public Fast Charging,37.0,1.3,703.0,Bhaktapur,STN066,23
CHG00857,EV0486,2022-12-03,Public Fast Charging,34.2,0.7,684.0,Attariya,STN035,19
CHG00858,EV0496,2022-10-16,Workplace Charging,31.4,3.3,282.6,Lamjung,STN089,21
CHG00859,EV0482,2023-01-13,Public Fast Charging,35.4,0.8,566.4,Gaur,STN030,32
CHG00860,EV0630,2023-04-07,Public Slow Charging,30.9,5.0,309.0,Attariya,STN039,33
CHG00861,EV0615,2022-08-04,Home Charging,27.2,7.0,408.0,Tikapur,STN096,34
CHG00862,EV0004,2023-08-27,Home Charging,17.6,4.6,246.4,Mechinagar,STN078,38
CHG00863,EV0212,2024-03-15,Public Slow Charging,26.4,5.9,290.4,Lalitpur,STN035,10
CHG00864,EV0658,2023-05-21,Public Fast Charging,19.0,0.7,418.0,Kathmandu,STN093,27
CHG00865,EV0014,2022-02-22,Public Slow Charging,34.8,3.7,278.4,Madhyapur Thimi,STN019,19
CHG00866,EV0127,2024-03-30,Home Charging,10.1,6.3,101.0,Jaleshwor,STN074,22
CHG00867,EV0140,2022-08-05,Public Fast Charging,36.7,0.9,623.9,Gaur,STN067,20
CHG00868,EV0041,2024-06-02,Public Fast Charging,24.3,0.5,510.3,Janakpur,STN054,19
CHG00869,EV0284,2024-09-01,Public Fast Charging,24.1,0.6,433.8,Kirtipur,STN093,11
CHG00870,EV0228,2024-01-21,Workplace Charging,20.9,4.4,250.8,Bhaktapur,STN003,18
CHG00871,EV0501,2024-06-06,Workplace Charging,33.3,4.1,399.6,Bharatpur,STN078,11
CHG00872,EV0284,2024-03-07,Home Charging,11.2,4.8,89.6,Kirtipur,STN079,26
CHG00873,EV0294,2023-11-13,Home Charging,10.8,6.2,129.6,Attariya,STN097,21
CHG00874,EV0318,2024-09-08,Public Slow Charging,23.6,3.3,236.0,Jaleshwor,STN019,32
CHG00875,EV0117,2023-02-03,Workplace Charging,22.1,3.7,309.4,Birendranagar,STN091,36
CHG00876,EV0324,2022-08-26,Public Fast Charging,16.8,1.3,319.2,Kapilvastu,STN034,29
CHG00877,EV0373,2022-06-03,Public Fast Charging,23.1,0.7,531.3,Butwal,STN055,19
CHG00878,EV0654,2024-06-04,Public Slow Charging,18.7,6.6,149.6,Mahendranagar,STN058,16
CHG00879,EV0449,2022-09-14,Workplace Charging,26.7,5.4,373.8,Attariya,STN057,35
CHG00880,EV0394,2023-12-30,Public Fast Charging,23.0,1.4,506.0,Tulsipur,STN057,32
CHG00881,EV0362,2024-01-20,Public Fast Charging,30.4,0.7,638.4,Madhyapur Thimi,STN060,26
CHG00882,EV0249,2022-01-29,Public Fast Charging,35.0,0.7,770.0,Tikapur,STN025,25
CHG00883,EV0471,2023-05-21,Home Charging,26.2,3.8,366.8,Attariya,STN021,21
CHG00884,EV0229,2024-09-30,Home Charging,23.4,3.3,257.4,Dhulikhel,STN074,33
CHG00885,EV0097,2024-06-24,Public Fast Charging,39.0,1.4,819.0,Beni,STN070,19
CHG00886,EV0001,2024-09-01,Home Charging,31.9,5.8,350.9,Lalitpur,STN012,14
CHG00887,EV0352,2024-01-31,Home Charging,31.3,3.6,438.2,Tansen,STN028,22
CHG00888,EV0637,2024-06-17,Home Charging,20.5,5.6,225.5,Biratnagar,STN037,18
CHG00889,EV0254,2023-05-03,Public Slow Charging,11.5,3.5,149.5,Attariya,STN041,15
CHG00890,EV0006,2023-08-03,Workplace Charging,27.8,3.4,305.8,Kathmandu,STN090,36
CHG00891,EV0407,2022-05-24,Public Slow Charging,29.2,5.6,379.6,Beni,STN026,15
CHG00892,EV0260,2022-04-27,Home Charging,11.6,4.6,174.0,Lalitpur,STN057,22
CHG00893,EV0609,2023-08-13,Workplace Charging,10.6,4.1,95.4,Jumla,STN008,33
CHG00894,EV0639,2024-01-19,Home Charging,16.7,3.6,217.1,Pokhara,STN096,21
CHG00895,EV0225,2024-04-09,Workplace Charging,15.7,3.3,172.7,Jaleshwor,STN049,27
CHG00896,EV0424,2023-10-28,Public Slow Charging,33.5,7.5,268.0,Lamjung,STN065,40
CHG00897,EV0328,2022-12-16,Public Fast Charging,28.1,1.5,533.9,Tulsipur,STN033,17
CHG00898,EV0570,2024-03-25,Public Slow Charging,19.1,4.2,171.9,Jumla,STN089,32
CHG00899,EV0454,2023-07-09,Workplace Charging,26.9,6.1,295.9,Pokhara,STN028,21
CHG00900,EV0684,2022-12-30,Public Fast Charging,26.1,1.0,626.4,Birgunj,STN082,11
CHG00901,EV0619,2023-11-08,Public Slow Charging,20.7,3.6,269.1,Madhyapur Thimi,STN078,27
CHG00902,EV0485,2022-11-25,Public Fast Charging,32.5,1.4,552.5,Nepalgunj,STN007,16
CHG00903,EV0565,2023-03-27,Public Slow Charging,34.2,5.9,444.6,Birtamod,STN036,10
CHG00904,EV0313,2024-05-07,Home Charging,26.9,3.2,322.8,Kapilvastu,STN051,10
CHG00905,EV0116,2022-12-08,Workplace Charging,20.7,7.9,269.1,Lamjung,STN094,28
CHG00906,EV0693,2024-06-17,Public Fast Charging,32.4,0.9,745.2,Gorkha,STN054,30
CHG00907,EV0250,2023-02-22,Public Slow Charging,19.4,6.2,232.8,Janakpur,STN003,22
CHG00908,EV0454,2024-03-29,Public Fast Charging,33.5,1.4,636.5,Pokhara,STN028,31
CHG00909,EV0452,2022-09-10,Workplace Charging,10.0,3.2,130.0,Biratnagar,STN045,38
CHG00910,EV0692,2023-10-06,Workplace Charging,14.3,7.3,157.3,Jumla,STN023,11
CHG00911,EV0070,2024-07-13,Home Charging,19.0,7.1,285.0,Mechinagar,STN061,16
CHG00912,EV0126,2022-11-24,Public Fast Charging,21.8,1.2,457.8,Madhyapur Thimi,STN065,38
CHG00913,EV0272,2024-01-20,Public Fast Charging,28.1,1.5,533.9,Nepalgunj,STN006,31
CHG00914,EV0542,2024-12-10,Public Slow Charging,10.6,3.3,116.6,Rajbiraj,STN100,11
CHG00915,EV0141,2023-10-28,Workplace Charging,33.4,6.3,300.6,Madhyapur Thimi,STN065,35
CHG00916,EV0072,2023-01-20,Workplace Charging,17.5,6.5,245.0,Tikapur,STN094,22
CHG00917,EV0517,2023-04-29,Public Slow Charging,18.2,4.1,145.6,Gorkha,STN045,30
CHG00918,EV0013,2022-10-11,Home Charging,21.2,5.9,169.6,Dharan,STN023,38
CHG00919,EV0341,2023-09-04,Public Slow Charging,17.7,3.6,212.4,Baglung,STN007,25
CHG00920,EV0112,2024-04-06,Home Charging,10.5,4.7,136.5,Tikapur,STN042,16
CHG00921,EV0130,2022-09-28,Home Charging,15.0,6.3,150.0,Birtamod,STN080,36
CHG00922,EV0177,2023-02-09,Home Charging,12.4,7.6,148.8,Lalitpur,STN030,23
CHG00923,EV0352,2023-01-19,Home Charging,35.0,8.0,525.0,Tansen,STN011,38
CHG00924,EV0274,2023-10-01,Home Charging,25.5,6.0,255.0,Jumla,STN054,40
CHG00925,EV0204,2024-11-30,Workplace Charging,27.9,4.7,306.9,Gaur,STN020,15
CHG00926,EV0209,2023-11-15,Workplace Charging,24.5,7.0,245.0,Damak,STN051,39
CHG00927,EV0225,2023-08-15,Public Fast Charging,22.9,1.1,503.8,Jaleshwor,STN016,23
CHG00928,EV0558,2024-12-07,Public Slow Charging,23.5,4.0,329.0,Tulsipur,STN090,18
CHG00929,EV0040,2024-11-23,Public Fast Charging,32.0,1.3,800.0,Dhulikhel,STN062,28
CHG00930,EV0166,2023-01-28,Workplace Charging,27.0,3.8,216.0,Gorkha,STN050,21
CHG00931,EV0679,2024-02-20,Public Slow Charging,18.9,5.5,283.5,Tulsipur,STN004,32
CHG00932,EV0318,2022-11-10,Workplace Charging,29.8,6.7,447.0,Jaleshwor,STN096,23
CHG00933,EV0501,2023-08-01,Public Slow Charging,30.1,4.5,391.3,Bharatpur,STN083,36
CHG00934,EV0276,2023-11-06,Public Fast Charging,28.4,0.7,511.2,Tikapur,STN029,33
CHG00935,EV0672,2024-07-28,Public Fast Charging,39.2,1.2,940.8,Attariya,STN071,31
CHG00936,EV0185,2023-11-11,Public Slow Charging,24.1,4.6,265.1,Panauti,STN075,29
CHG00937,EV0512,2024-02-09,Public Slow Charging,13.3,7.1,119.7,Bhaktapur,STN056,23
CHG00938,EV0287,2024-07-08,Workplace Charging,19.1,3.2,191.0,Baglung,STN053,32
CHG00939,EV0270,2024-01-01,Home Charging,29.7,7.0,297.0,Jaleshwor,STN049,21
CHG00940,EV0225,2022-11-09,Public Fast Charging,34.1,0.9,545.6,Jaleshwor,STN017,26
CHG00941,EV0188,2024-05-23,Home Charging,32.1,3.2,288.9,Pokhara,STN008,21
CHG00942,EV0698,2023-10-19,Public Fast Charging,17.7,1.1,424.8,Mahendranagar,STN032,32
CHG00943,EV0048,2024-05-05,Home Charging,23.5,4.9,305.5,Biratnagar,STN012,33
CHG00944,EV0223,2024-02-02,Public Fast Charging,28.5,0.8,513.0,Rajbiraj,STN071,40
CHG00945,EV0508,2023-04-01,Workplace Charging,32.5,7.5,487.5,Lahan,STN033,17
CHG00946,EV0269,2023-11-20,Public Slow Charging,22.6,7.5,293.8,Gorkha,STN034,12
CHG00947,EV0194,2023-11-12,Public Fast Charging,35.8,0.6,608.6,Bhaktapur,STN012,11
CHG00948,EV0078,2022-05-17,Workplace Charging,12.8,6.3,192.0,Pokhara,STN016,16
CHG00949,EV0536,2023-07-30,Home Charging,34.5,3.0,483.0,Gaur,STN098,22
CHG00950,EV0602,2024-10-03,Workplace Charging,12.0,6.8,144.0,Nepalgunj,STN093,37
CHG00951,EV0358,2024-12-26,Public Fast Charging,34.3,1.1,686.0,Gorkha,STN026,35
CHG00952,EV0115,2022-07-16,Home Charging,11.0,7.2,99.0,Butwal,STN016,23
CHG00953,EV0354,2024-12-08,Workplace Charging,19.2,7.1,211.2,Baglung,STN014,38
CHG00954,EV0358,2023-09-10,Workplace Charging,24.0,7.9,192.0,Gorkha,STN009,35
CHG00955,EV0036,2023-03-03,Workplace Charging,12.6,6.6,176.4,Birgunj,STN023,14
CHG00956,EV0031,2023-09-30,Workplace Charging,18.6,5.2,186.0,Birendranagar,STN009,13
CHG00957,EV0083,2023-10-03,Workplace Charging,19.2,4.3,172.8,Kapilvastu,STN027,28
CHG00958,EV0153,2024-08-22,Public Fast Charging,36.5,0.7,547.5,Damak,STN096,26
CHG00959,EV0679,2024-03-07,Public Slow Charging,28.3,3.1,424.5,Tulsipur,STN076,40
CHG00960,EV0275,2022-11-08,Public Fast Charging,31.0,1.0,558.0,Itahari,STN018,24
CHG00961,EV0065,2022-10-13,Home Charging,12.6,5.8,138.6,Rajbiraj,STN083,14
CHG00962,EV0341,2022-05-09,Home Charging,34.5,5.9,414.0,Baglung,STN083,35
CHG00963,EV0466,2022-02-17,Public Fast Charging,28.0,1.2,532.0,Butwal,STN021,22
CHG00964,EV0017,2022-06-27,Home Charging,29.8,5.0,387.4,Birtamod,STN009,16
CHG00965,EV0543,2024-06-14,Public Slow Charging,30.6,7.3,397.8,Gorkha,STN067,39
CHG00966,EV0276,2022-01-29,Public Slow Charging,32.2,5.8,386.4,Tikapur,STN061,11
CHG00967,EV0699,2023-05-01,Public Slow Charging,29.4,6.5,382.2,Birtamod,STN047,21
CHG00968,EV0152,2024-04-16,Public Slow Charging,20.4,5.5,285.6,Lahan,STN064,12
CHG00969,EV0332,2024-02-20,Public Fast Charging,36.0,0.5,648.0,Madhyapur Thimi,STN053,35
CHG00970,EV0641,2022-09-07,Home Charging,12.4,3.3,148.8,Tulsipur,STN073,23
CHG00971,EV0600,2022-05-12,Public Fast Charging,36.3,1.5,580.8,Mechinagar,STN058,12
CHG00972,EV0306,2022-05-26,Public Slow Charging,34.8,7.3,278.4,Mechinagar,STN040,21
CHG00973,EV0483,2022-11-12,Workplace Charging,14.7,5.8,161.7,Tulsipur,STN080,15
CHG00974,EV0059,2024-07-13,Workplace Charging,26.1,7.6,313.2,Kapilvastu,STN017,37
CHG00975,EV0565,2022-05-03,Public Slow Charging,20.7,3.2,289.8,Birtamod,STN092,21
CHG00976,EV0163,2023-11-01,Workplace Charging,24.4,5.9,317.2,Lahan,STN076,16
CHG00977,EV0347,2022-12-23,Home Charging,29.7,6.7,267.3,Tikapur,STN044,35
CHG00978,EV0614,2024-04-16,Public Slow Charging,23.3,5.0,233.0,Biratnagar,STN097,22
CHG00979,EV0343,2023-03-18,Public Slow Charging,12.4,5.6,124.0,Gorkha,STN035,35
CHG00980,EV0264,2023-02-28,Workplace Charging,30.1,6.7,240.8,Butwal,STN095,13
CHG00981,EV0208,2022-11-11,Public Fast Charging,34.6,1.2,865.0,Dharan,STN058,12
CHG00982,EV0283,2023-06-15,Public Slow Charging,14.7,7.1,176.4,Dhulikhel,STN003,17
CHG00983,EV0303,2023-07-23,Public Slow Charging,32.6,6.1,391.2,Gaur,STN047,37
CHG00984,EV0652,2023-10-05,Workplace Charging,17.7,3.1,141.6,Bhaktapur,STN078,27
CHG00985,EV0117,2024-12-04,Home Charging,14.1,5.8,141.0,Birendranagar,STN060,37
CHG00986,EV0329,2023-07-24,Home Charging,27.4,5.6,328.8,Birgunj,STN021,40
CHG00987,EV0221,2023-05-22,Public Slow Charging,19.3,7.2,173.7,Panauti,STN075,40
CHG00988,EV0249,2024-02-05,Workplace Charging,25.3,4.8,253.0,Tikapur,STN017,15
CHG00989,EV0646,2022-10-26,Home Charging,17.1,4.7,239.4,Dailekh,STN036,33
CHG00990,EV0430,2024-12-28,Workplace Charging,22.3,5.4,289.9,Butwal,STN005,21
CHG00991,EV0562,2024-04-18,Public Slow Charging,22.7,6.7,295.1,Butwal,STN039,23
CHG00992,EV0123,2024-08-21,Public Slow Charging,18.7,3.6,224.4,Lalitpur,STN015,25
CHG00993,EV0612,2024-08-31,Home Charging,28.4,4.3,284.0,Nepalgunj,STN056,29
CHG00994,EV0284,2022-02-24,Public Slow Charging,18.5,5.6,259.0,Kirtipur,STN076,39
CHG00995,EV0623,2024-07-18,Home Charging,30.2,6.4,302.0,Dhulikhel,STN004,10
CHG00996,EV0409,2024-01-30,Home Charging,21.8,5.3,305.2,Waling,STN056,13
CHG00997,EV0048,2022-08-07,Public Fast Charging,35.9,1.3,646.2,Biratnagar,STN097,12
CHG00998,EV0261,2024-09-19,Workplace Charging,20.9,6.8,188.1,Mahendranagar,STN097,15
CHG00999,EV0633,2022-07-23,Workplace Charging,15.8,6.5,221.2,Janakpur,STN041,31
CHG01000,EV0692,2022-03-16,Public Slow Charging,22.3,4.5,245.3,Jumla,STN028,38
CHG01001,EV0511,2022-12-12,Public Slow Charging,28.7,3.5,287.0,Biratnagar,STN063,10
CHG01002,EV0130,2024-02-22,Public Fast Charging,30.8,1.0,462.0,Birtamod,STN029,34
CHG01003,EV0312,2024-12-16,Public Slow Charging,34.1,3.1,409.2,Attariya,STN014,16
CHG01004,EV0410,2024-09-25,Public Fast Charging,18.0,1.2,306.0,Mechinagar,STN033,15
CHG01005,EV0100,2023-07-13,Public Fast Charging,18.4,0.8,404.8,Waling,STN062,20
CHG01006,EV0511,2024-08-31,Public Slow Charging,23.7,4.4,189.6,Biratnagar,STN031,27
CHG01007,EV0131,2024-07-24,Workplace Charging,31.4,4.0,345.4,Dharan,STN021,10
CHG01008,EV0695,2023-10-21,Workplace Charging,23.5,5.8,282.0,Mahendranagar,STN100,15
CHG01009,EV0229,2024-02-26,Workplace Charging,26.0,3.1,260.0,Dhulikhel,STN032,28
CHG01010,EV0253,2024-01-29,Public Fast Charging,18.2,1.4,364.0,Gorkha,STN003,16
CHG01011,EV0185,2024-11-06,Public Fast Charging,20.9,0.9,355.3,Panauti,STN002,27
CHG01012,EV0005,2024-11-24,Home Charging,23.7,3.2,331.8,Damak,STN074,32
CHG01013,EV0244,2023-03-20,Home Charging,26.1,6.6,261.0,Lalitpur,STN090,13
CHG01014,EV0639,2024-07-29,Public Slow Charging,14.0,4.3,126.0,Pokhara,STN044,19
CHG01015,EV0067,2022-11-03,Public Slow Charging,17.4,7.0,261.0,Dharan,STN082,39
CHG01016,EV0420,2022-09-12,Public Slow Charging,29.1,4.1,320.1,Bhairahawa,STN012,15
CHG01017,EV0478,2023-10-21,Workplace Charging,16.6,6.4,199.2,Nepalgunj,STN004,18
CHG01018,EV0316,2022-12-09,Public Fast Charging,18.7,0.6,317.9,Gorkha,STN056,10
CHG01019,EV0661,2023-02-19,Public Fast Charging,27.0,0.8,459.0,Waling,STN011,23
CHG01020,EV0577,2022-07-12,Public Fast Charging,18.1,0.5,307.7,Lamjung,STN011,11
CHG01021,EV0042,2024-09-17,Public Fast Charging,39.1,0.9,703.8,Birgunj,STN054,21
CHG01022,EV0291,2023-10-06,Home Charging,30.6,6.3,459.0,Tansen,STN070,36
CHG01023,EV0458,2023-05-19,Workplace Charging,18.2,7.9,218.4,Bhairahawa,STN023,22
CHG01024,EV0047,2024-09-03,Workplace Charging,14.1,7.3,169.2,Bhaktapur,STN096,35
CHG01025,EV0535,2023-07-28,Public Slow Charging,16.4,5.4,213.2,Tikapur,STN024,19
CHG01026,EV0093,2023-09-18,Public Slow Charging,24.2,4.9,338.8,Bharatpur,STN060,13
CHG01027,EV0585,2023-02-28,Workplace Charging,17.9,6.9,268.5,Birendranagar,STN089,21
CHG01028,EV0671,2023-11-23,Public Fast Charging,30.5,1.5,732.0,Lahan,STN017,28
CHG01029,EV0515,2024-07-03,Home Charging,11.1,4.8,133.2,Nepalgunj,STN016,34
CHG01030,EV0163,2023-03-23,Public Slow Charging,19.2,6.6,230.4,Lahan,STN011,28
CHG01031,EV0318,2022-09-25,Home Charging,20.6,6.8,164.8,Jaleshwor,STN034,18
CHG01032,EV0404,2024-10-29,Public Fast Charging,30.5,1.4,579.5,Nepalgunj,STN011,30
CHG01033,EV0498,2024-12-31,Home Charging,22.9,5.4,251.9,Hetauda,STN021,19
CHG01034,EV0486,2024-05-10,Workplace Charging,17.8,7.9,213.6,Attariya,STN060,10
CHG01035,EV0301,2024-04-23,Home Charging,32.0,5.8,320.0,Birtamod,STN095,38
CHG01036,EV0485,2024-11-06,Public Slow Charging,28.0,7.8,336.0,Nepalgunj,STN024,33
CHG01037,EV0020,2024-10-01,Home Charging,10.7,7.6,96.3,Kathmandu,STN098,34
CHG01038,EV0243,2022-12-27,Public Slow Charging,26.3,5.0,394.5,Lahan,STN053,14
CHG01039,EV0306,2022-10-23,Public Fast Charging,24.1,1.4,361.5,Mechinagar,STN008,17
CHG01040,EV0262,2022-06-29,Home Charging,25.9,7.3,336.7,Birgunj,STN029,24
CHG01041,EV0379,2022-07-22,Public Fast Charging,24.2,0.7,605.0,Damak,STN037,25
CHG01042,EV0039,2022-12-24,Home Charging,34.6,3.6,519.0,Lamjung,STN095,19
CHG01043,EV0419,2023-07-05,Home Charging,11.5,6.2,92.0,Kathmandu,STN014,38
CHG01044,EV0430,2022-04-18,Public Slow Charging,13.7,3.0,123.3,Butwal,STN042,25
CHG01045,EV0165,2023-07-26,Public Fast Charging,29.2,1.0,700.8,Butwal,STN057,29
CHG01046,EV0059,2023-09-08,Workplace Charging,15.2,4.5,167.2,Kapilvastu,STN052,28
CHG01047,EV0193,2024-06-18,Public Fast Charging,27.4,1.3,493.2,Dhangadhi,STN044,28
CHG01048,EV0546,2023-01-29,Workplace Charging,23.5,3.8,282.0,Janakpur,STN035,23
CHG01049,EV0224,2023-04-24,Public Fast Charging,28.2,0.9,451.2,Panauti,STN018,37
CHG01050,EV0166,2024-02-02,Public Fast Charging,18.6,0.6,297.6,Gorkha,STN024,27
CHG01051,EV0420,2024-09-08,Public Fast Charging,29.2,1.4,554.8,Bhairahawa,STN095,15
CHG01052,EV0040,2024-05-14,Public Slow Charging,34.6,7.0,380.6,Dhulikhel,STN009,26
CHG01053,EV0048,2024-10-05,Public Fast Charging,30.1,1.1,451.5,Biratnagar,STN088,33
CHG01054,EV0459,2023-03-08,Workplace Charging,34.2,6.4,376.2,Dhulikhel,STN018,22
CHG01055,EV0032,2022-09-20,Public Slow Charging,16.2,7.8,243.0,Kirtipur,STN066,20
CHG01056,EV0257,2023-09-24,Public Slow Charging,10.4,3.1,83.2,Rajbiraj,STN070,29
CHG01057,EV0093,2023-03-17,Workplace Charging,10.8,4.3,108.0,Bharatpur,STN009,26
CHG01058,EV0352,2022-08-24,Workplace Charging,26.3,3.8,394.5,Tansen,STN015,12
CHG01059,EV0338,2023-10-22,Public Slow Charging,18.5,4.8,277.5,Waling,STN063,28
CHG01060,EV0154,2022-09-03,Home Charging,32.0,6.7,288.0,Biratnagar,STN081,34
CHG01061,EV0039,2023-09-26,Public Fast Charging,21.8,1.2,348.8,Lamjung,STN067,34
CHG01062,EV0154,2023-06-06,Workplace Charging,12.0,3.6,156.0,Biratnagar,STN073,12
CHG01063,EV0415,2023-07-21,Home Charging,17.5,6.3,262.5,Birtamod,STN041,12
CHG01064,EV0157,2022-11-17,Public Fast Charging,27.5,0.8,632.5,Gaur,STN004,14
CHG01065,EV0547,2022-12-04,Public Slow Charging,17.1,5.1,136.8,Rajbiraj,STN043,35
CHG01066,EV0611,2024-02-07,Home Charging,28.7,7.9,229.6,Bhaktapur,STN099,26
CHG01067,EV0227,2022-10-26,Public Slow Charging,29.9,5.3,269.1,Kathmandu,STN045,21
CHG01068,EV0548,2023-06-14,Home Charging,29.4,5.8,352.8,Lalitpur,STN094,15
CHG01069,EV0555,2022-12-10,Workplace Charging,28.9,3.5,404.6,Janakpur,STN001,34
CHG01070,EV0620,2024-08-07,Public Slow Charging,21.2,3.1,233.2,Bharatpur,STN071,32
CHG01071,EV0002,2023-02-22,Home Charging,27.2,5.6,380.8,Gorkha,STN048,32
CHG01072,EV0169,2022-08-06,Public Fast Charging,20.9,1.3,459.8,Lalitpur,STN014,35
CHG01073,EV0565,2023-09-25,Home Charging,17.7,3.4,194.7,Birtamod,STN061,13
CHG01074,EV0110,2024-11-14,Workplace Charging,11.4,5.8,91.2,Dhangadhi,STN025,40
CHG01075,EV0388,2022-07-01,Public Slow Charging,22.9,6.4,251.9,Attariya,STN094,40
CHG01076,EV0432,2024-09-08,Workplace Charging,25.6,6.2,384.0,Attariya,STN083,27
CHG01077,EV0403,2023-09-20,Public Slow Charging,23.8,7.3,309.4,Beni,STN079,16
CHG01078,EV0418,2022-05-21,Home Charging,33.8,3.3,439.4,Dhulikhel,STN044,38
CHG01079,EV0655,2023-05-14,Workplace Charging,31.7,5.5,380.4,Biratnagar,STN066,17
CHG01080,EV0537,2023-11-09,Home Charging,24.0,7.3,288.0,Lalitpur,STN097,40
CHG01081,EV0380,2023-03-27,Public Fast Charging,26.3,0.9,604.9,Jumla,STN080,40
CHG01082,EV0201,2023-07-24,Workplace Charging,31.3,5.1,313.0,Birendranagar,STN024,37
CHG01083,EV0453,2023-01-25,Workplace Charging,16.2,7.5,178.2,Banepa,STN005,34
CHG01084,EV0001,2023-06-21,Home Charging,16.9,7.9,202.8,Lalitpur,STN005,20
CHG01085,EV0666,2023-07-03,Home Charging,34.8,7.8,313.2,Bhaktapur,STN040,40
CHG01086,EV0475,2023-10-08,Public Slow Charging,16.5,3.6,214.5,Dharan,STN070,21
CHG01087,EV0600,2022-01-27,Public Fast Charging,34.9,1.4,837.6,Mechinagar,STN033,34
CHG01088,EV0369,2022-07-24,Public Fast Charging,39.2,0.8,980.0,Jaleshwor,STN080,28
CHG01089,EV0253,2023-04-11,Public Slow Charging,10.2,4.8,91.8,Gorkha,STN060,29
CHG01090,EV0369,2022-06-17,Public Fast Charging,27.1,1.3,677.5,Jaleshwor,STN001,39
CHG01091,EV0614,2022-06-28,Public Slow Charging,24.1,5.5,289.2,Biratnagar,STN096,22
CHG01092,EV0166,2023-11-14,Public Fast Charging,29.1,1.4,640.2,Gorkha,STN058,21
CHG01093,EV0226,2024-06-17,Public Slow Charging,25.4,7.4,381.0,Birendranagar,STN076,14
CHG01094,EV0073,2024-03-01,Home Charging,32.8,7.0,492.0,Bharatpur,STN051,38
CHG01095,EV0459,2023-04-01,Workplace Charging,13.8,4.1,193.2,Dhulikhel,STN067,21
CHG01096,EV0096,2022-01-27,Public Slow Charging,17.4,7.6,261.0,Dhulikhel,STN091,39
CHG01097,EV0245,2022-01-04,Workplace Charging,13.2,4.6,184.8,Damak,STN090,33
CHG01098,EV0221,2022-04-05,Public Fast Charging,18.1,0.7,380.1,Panauti,STN089,18
CHG01099,EV0165,2022-01-09,Workplace Charging,14.0,5.4,182.0,Butwal,STN057,30
CHG01100,EV0629,2023-04-19,Public Fast Charging,17.3,1.2,311.4,Itahari,STN095,26
CHG01101,EV0612,2022-08-10,Public Slow Charging,18.4,6.2,147.2,Nepalgunj,STN052,15
CHG01102,EV0015,2022-06-30,Workplace Charging,13.1,4.1,170.3,Kapilvastu,STN072,22
